hero1_nick;hero2_nick;hero1_name;hero2_name
SUB-MARINER;THING;NAMOR MA;BENJAMIN J. GR
SUB-MARINER;WONDER MAN;NAMOR MA;SIMON WIL
QUASAR III;SUB-MARINER;WENDELL V;NAMOR MA
QUASAR III;THOR;WENDELL V;DR. DONALD BLAK
CAPTAIN AMERICA;QUASAR III;;WENDELL V
QUASAR III;VISION ;WENDELL V;
MR. FANTASTIC;QUASAR III;REED R;WENDELL V
QUASAR III;WASP;WENDELL V;JANET VAN DYNE 
BLACK WIDOW;QUASAR III;NATASHA ;WENDELL V
QUASAR III;SCARLET WITCH;WENDELL V;WANDA 
IRON MAN;QUASAR III;TONY STARK ;WENDELL V
ANT-MAN;QUASAR III;DR. HENRY J.;WENDELL V
QUASAR III;THING;WENDELL V;BENJAMIN J. GR
QUASAR III;WONDER MAN;WENDELL V;SIMON WIL
THOR;WONDER MAN;DR. DONALD BLAK;SIMON WIL
CAPTAIN AMERICA;WONDER MAN;;SIMON WIL
VISION ;WONDER MAN;;SIMON WIL
MR. FANTASTIC;WONDER MAN;REED R;SIMON WIL
WASP;WONDER MAN;JANET VAN DYNE ;SIMON WIL
BLACK WIDOW;WONDER MAN;NATASHA ;SIMON WIL
SCARLET WITCH;WONDER MAN;WANDA ;SIMON WIL
IRON MAN;WONDER MAN;TONY STARK ;SIMON WIL
ANT-MAN;WONDER MAN;DR. HENRY J.;SIMON WIL
THING;WONDER MAN;BENJAMIN J. GR;SIMON WIL
THING;THOR;BENJAMIN J. GR;DR. DONALD BLAK
CAPTAIN AMERICA;THING;;BENJAMIN J. GR
THING;VISION ;BENJAMIN J. GR;
MR. FANTASTIC;THING;REED R;BENJAMIN J. GR
THING;WASP;BENJAMIN J. GR;JANET VAN DYNE 
BLACK WIDOW;THING;NATASHA ;BENJAMIN J. GR
SCARLET WITCH;THING;WANDA ;BENJAMIN J. GR
IRON MAN;THING;TONY STARK ;BENJAMIN J. GR
ANT-MAN;THING;DR. HENRY J.;BENJAMIN J. GR
ANT-MAN;THOR;DR. HENRY J.;DR. DONALD BLAK
ANT-MAN;CAPTAIN AMERICA;DR. HENRY J.;
ANT-MAN;VISION ;DR. HENRY J.;
ANT-MAN;MR. FANTASTIC;DR. HENRY J.;REED R
ANT-MAN;WASP;DR. HENRY J.;JANET VAN DYNE 
ANT-MAN;BLACK WIDOW;DR. HENRY J.;NATASHA 
ANT-MAN;SCARLET WITCH;DR. HENRY J.;WANDA 
ANT-MAN;IRON MAN;DR. HENRY J.;TONY STARK 
IRON MAN;THOR;TONY STARK ;DR. DONALD BLAK
CAPTAIN AMERICA;IRON MAN;;TONY STARK 
IRON MAN;VISION ;TONY STARK ;
IRON MAN;MR. FANTASTIC;TONY STARK ;REED R
IRON MAN;WASP;TONY STARK ;JANET VAN DYNE 
BLACK WIDOW;IRON MAN;NATASHA ;TONY STARK 
IRON MAN;SCARLET WITCH;TONY STARK ;WANDA 
SCARLET WITCH;THOR;WANDA ;DR. DONALD BLAK
CAPTAIN AMERICA;SCARLET WITCH;;WANDA 
SCARLET WITCH;VISION ;WANDA ;
MR. FANTASTIC;SCARLET WITCH;REED R;WANDA 
SCARLET WITCH;WASP;WANDA ;JANET VAN DYNE 
BLACK WIDOW;SCARLET WITCH;NATASHA ;WANDA 
BLACK WIDOW;THOR;NATASHA ;DR. DONALD BLAK
BLACK WIDOW;CAPTAIN AMERICA;NATASHA ;
BLACK WIDOW;VISION ;NATASHA ;
BLACK WIDOW;MR. FANTASTIC;NATASHA ;REED R
BLACK WIDOW;WASP;NATASHA ;JANET VAN DYNE 
THOR;WASP;DR. DONALD BLAK;JANET VAN DYNE 
CAPTAIN AMERICA;WASP;;JANET VAN DYNE 
VISION ;WASP;;JANET VAN DYNE 
MR. FANTASTIC;WASP;REED R;JANET VAN DYNE 
MR. FANTASTIC;THOR;REED R;DR. DONALD BLAK
CAPTAIN AMERICA;MR. FANTASTIC;;REED R
MR. FANTASTIC;VISION ;REED R;
THOR;VISION ;DR. DONALD BLAK;
CAPTAIN AMERICA;VISION ;;
CAPTAIN AMERICA;THOR;;DR. DONALD BLAK
BEAST;SHE-HULK;HENRY &HANK& P;JENNIFER WA
SHE-HULK;WASP;JENNIFER WA;JANET VAN DYNE 
SHE-HULK;VISION ;JENNIFER WA;
CAPTAIN AMERICA;SHE-HULK;;JENNIFER WA
ANT-MAN;SHE-HULK;DR. HENRY J.;JENNIFER WA
HULK;SHE-HULK;DR. ROBERT BRUC;JENNIFER WA
MR. FANTASTIC;SHE-HULK;REED R;JENNIFER WA
SHE-HULK;THOR;JENNIFER WA;DR. DONALD BLAK
BEAST;THOR;HENRY &HANK& P;DR. DONALD BLAK
THOR;WASP;DR. DONALD BLAK;JANET VAN DYNE 
THOR;VISION ;DR. DONALD BLAK;
CAPTAIN AMERICA;THOR;;DR. DONALD BLAK
ANT-MAN;THOR;DR. HENRY J.;DR. DONALD BLAK
HULK;THOR;DR. ROBERT BRUC;DR. DONALD BLAK
MR. FANTASTIC;THOR;REED R;DR. DONALD BLAK
BEAST;MR. FANTASTIC;HENRY &HANK& P;REED R
MR. FANTASTIC;WASP;REED R;JANET VAN DYNE 
MR. FANTASTIC;VISION ;REED R;
CAPTAIN AMERICA;MR. FANTASTIC;;REED R
ANT-MAN;MR. FANTASTIC;DR. HENRY J.;REED R
HULK;MR. FANTASTIC;DR. ROBERT BRUC;REED R
BEAST;HULK;HENRY &HANK& P;DR. ROBERT BRUC
HULK;WASP;DR. ROBERT BRUC;JANET VAN DYNE 
HULK;VISION ;DR. ROBERT BRUC;
CAPTAIN AMERICA;HULK;;DR. ROBERT BRUC
ANT-MAN;HULK;DR. HENRY J.;DR. ROBERT BRUC
ANT-MAN;BEAST;DR. HENRY J.;HENRY &HANK& P
ANT-MAN;WASP;DR. HENRY J.;JANET VAN DYNE 
ANT-MAN;VISION ;DR. HENRY J.;
ANT-MAN;CAPTAIN AMERICA;DR. HENRY J.;
BEAST;CAPTAIN AMERICA;HENRY &HANK& P;
CAPTAIN AMERICA;WASP;;JANET VAN DYNE 
CAPTAIN AMERICA;VISION ;;
BEAST;VISION ;HENRY &HANK& P;
VISION ;WASP;;JANET VAN DYNE 
BEAST;WASP;HENRY &HANK& P;JANET VAN DYNE 
HUMAN TORCH;QUICKSILVER;JOHNNY S;PIETRO M
QUICKSILVER;THOR;PIETRO M;DR. DONALD BLAK
QUICKSILVER;THING;PIETRO M;BENJAMIN J. GR
INVISIBLE WOMAN;QUICKSILVER;SUE ;PIETRO M
MR. FANTASTIC;QUICKSILVER;REED R;PIETRO M
CRYSTAL [INHUMAN];QUICKSILVER;;PIETRO M
CAPTAIN AMERICA;QUICKSILVER;;PIETRO M
QUICKSILVER;SHE-HULK;PIETRO M;JENNIFER WA
QUICKSILVER;WASP;PIETRO M;JANET VAN DYNE 
QUICKSILVER;SCARLET WITCH;PIETRO M;WANDA 
QUICKSILVER;VISION ;PIETRO M;
HUMAN TORCH;VISION ;JOHNNY S;
THOR;VISION ;DR. DONALD BLAK;
THING;VISION ;BENJAMIN J. GR;
INVISIBLE WOMAN;VISION ;SUE ;
MR. FANTASTIC;VISION ;REED R;
CRYSTAL [INHUMAN];VISION ;;
CAPTAIN AMERICA;VISION ;;
SHE-HULK;VISION ;JENNIFER WA;
VISION ;WASP;;JANET VAN DYNE 
SCARLET WITCH;VISION ;WANDA ;
HUMAN TORCH;SCARLET WITCH;JOHNNY S;WANDA 
SCARLET WITCH;THOR;WANDA ;DR. DONALD BLAK
SCARLET WITCH;THING;WANDA ;BENJAMIN J. GR
INVISIBLE WOMAN;SCARLET WITCH;SUE ;WANDA 
MR. FANTASTIC;SCARLET WITCH;REED R;WANDA 
CRYSTAL [INHUMAN];SCARLET WITCH;;WANDA 
CAPTAIN AMERICA;SCARLET WITCH;;WANDA 
SCARLET WITCH;SHE-HULK;WANDA ;JENNIFER WA
SCARLET WITCH;WASP;WANDA ;JANET VAN DYNE 
HUMAN TORCH;WASP;JOHNNY S;JANET VAN DYNE 
THOR;WASP;DR. DONALD BLAK;JANET VAN DYNE 
THING;WASP;BENJAMIN J. GR;JANET VAN DYNE 
INVISIBLE WOMAN;WASP;SUE ;JANET VAN DYNE 
MR. FANTASTIC;WASP;REED R;JANET VAN DYNE 
CRYSTAL [INHUMAN];WASP;;JANET VAN DYNE 
CAPTAIN AMERICA;WASP;;JANET VAN DYNE 
SHE-HULK;WASP;JENNIFER WA;JANET VAN DYNE 
HUMAN TORCH;SHE-HULK;JOHNNY S;JENNIFER WA
SHE-HULK;THOR;JENNIFER WA;DR. DONALD BLAK
SHE-HULK;THING;JENNIFER WA;BENJAMIN J. GR
INVISIBLE WOMAN;SHE-HULK;SUE ;JENNIFER WA
MR. FANTASTIC;SHE-HULK;REED R;JENNIFER WA
CRYSTAL [INHUMAN];SHE-HULK;;JENNIFER WA
CAPTAIN AMERICA;SHE-HULK;;JENNIFER WA
CAPTAIN AMERICA;HUMAN TORCH;;JOHNNY S
CAPTAIN AMERICA;THOR;;DR. DONALD BLAK
CAPTAIN AMERICA;THING;;BENJAMIN J. GR
CAPTAIN AMERICA;INVISIBLE WOMAN;;SUE 
CAPTAIN AMERICA;MR. FANTASTIC;;REED R
CAPTAIN AMERICA;CRYSTAL [INHUMAN];;
CRYSTAL [INHUMAN];HUMAN TORCH;;JOHNNY S
CRYSTAL [INHUMAN];THOR;;DR. DONALD BLAK
CRYSTAL [INHUMAN];THING;;BENJAMIN J. GR
CRYSTAL [INHUMAN];INVISIBLE WOMAN;;SUE 
CRYSTAL [INHUMAN];MR. FANTASTIC;;REED R
HUMAN TORCH;MR. FANTASTIC;JOHNNY S;REED R
MR. FANTASTIC;THOR;REED R;DR. DONALD BLAK
MR. FANTASTIC;THING;REED R;BENJAMIN J. GR
INVISIBLE WOMAN;MR. FANTASTIC;SUE ;REED R
HUMAN TORCH;INVISIBLE WOMAN;JOHNNY S;SUE 
INVISIBLE WOMAN;THOR;SUE ;DR. DONALD BLAK
INVISIBLE WOMAN;THING;SUE ;BENJAMIN J. GR
HUMAN TORCH;THING;JOHNNY S;BENJAMIN J. GR
THING;THOR;BENJAMIN J. GR;DR. DONALD BLAK
HUMAN TORCH;THOR;JOHNNY S;DR. DONALD BLAK
SILVER SURFER;THOR;NORRIN;DR. DONALD BLAK
SILVER SURFER;WASP;NORRIN;JANET VAN DYNE 
CAPTAIN AMERICA;SILVER SURFER;;NORRIN
IRON MAN;SILVER SURFER;TONY STARK ;NORRIN
BEAST;SILVER SURFER;HENRY &HANK& P;NORRIN
BEAST;THOR;HENRY &HANK& P;DR. DONALD BLAK
BEAST;WASP;HENRY &HANK& P;JANET VAN DYNE 
BEAST;CAPTAIN AMERICA;HENRY &HANK& P;
BEAST;IRON MAN;HENRY &HANK& P;TONY STARK 
IRON MAN;THOR;TONY STARK ;DR. DONALD BLAK
IRON MAN;WASP;TONY STARK ;JANET VAN DYNE 
CAPTAIN AMERICA;IRON MAN;;TONY STARK 
CAPTAIN AMERICA;THOR;;DR. DONALD BLAK
CAPTAIN AMERICA;WASP;;JANET VAN DYNE 
THOR;WASP;DR. DONALD BLAK;JANET VAN DYNE 
COLOSSUS II;VISION ;PETER RA;
COLOSSUS II;PROFESSOR X;PETER RA;CHARLES 
COLOSSUS II;ROGUE ;PETER RA;
COLOSSUS II;SHADOWCAT;PETER RA;KATHERINE 
COLOSSUS II;WOLVERINE;PETER RA;LOGAN 
CAPTAIN AMERICA;COLOSSUS II;;PETER RA
COLOSSUS II;IRON MAN;PETER RA;TONY STARK 
COLOSSUS II;WONDER MAN;PETER RA;SIMON WIL
COLOSSUS II;STORM;PETER RA;ORORO MUNROE S
COLOSSUS II;NIGHTCRAWLER;PETER RA;KURT WA
BEAST;COLOSSUS II;HENRY &HANK& P;PETER RA
COLOSSUS II;JARVIS, EDWIN ;PETER RA;
COLOSSUS II;SCARLET WITCH;PETER RA;WANDA 
COLOSSUS II;THOR;PETER RA;DR. DONALD BLAK
COLOSSUS II;HAWK;PETER RA;
HAWK;VISION ;;
HAWK;PROFESSOR X;;CHARLES 
HAWK;ROGUE ;;
HAWK;SHADOWCAT;;KATHERINE 
HAWK;WOLVERINE;;LOGAN 
CAPTAIN AMERICA;HAWK;;
HAWK;IRON MAN;;TONY STARK 
HAWK;WONDER MAN;;SIMON WIL
HAWK;STORM;;ORORO MUNROE S
HAWK;NIGHTCRAWLER;;KURT WA
BEAST;HAWK;HENRY &HANK& P;
HAWK;JARVIS, EDWIN ;;
HAWK;SCARLET WITCH;;WANDA 
HAWK;THOR;;DR. DONALD BLAK
THOR;VISION ;DR. DONALD BLAK;
PROFESSOR X;THOR;CHARLES ;DR. DONALD BLAK
ROGUE ;THOR;;DR. DONALD BLAK
SHADOWCAT;THOR;KATHERINE ;DR. DONALD BLAK
THOR;WOLVERINE;DR. DONALD BLAK;LOGAN 
CAPTAIN AMERICA;THOR;;DR. DONALD BLAK
IRON MAN;THOR;TONY STARK ;DR. DONALD BLAK
THOR;WONDER MAN;DR. DONALD BLAK;SIMON WIL
STORM;THOR;ORORO MUNROE S;DR. DONALD BLAK
NIGHTCRAWLER;THOR;KURT WA;DR. DONALD BLAK
BEAST;THOR;HENRY &HANK& P;DR. DONALD BLAK
JARVIS, EDWIN ;THOR;;DR. DONALD BLAK
SCARLET WITCH;THOR;WANDA ;DR. DONALD BLAK
SCARLET WITCH;VISION ;WANDA ;
PROFESSOR X;SCARLET WITCH;CHARLES ;WANDA 
ROGUE ;SCARLET WITCH;;WANDA 
SCARLET WITCH;SHADOWCAT;WANDA ;KATHERINE 
SCARLET WITCH;WOLVERINE;WANDA ;LOGAN 
CAPTAIN AMERICA;SCARLET WITCH;;WANDA 
IRON MAN;SCARLET WITCH;TONY STARK ;WANDA 
SCARLET WITCH;WONDER MAN;WANDA ;SIMON WIL
SCARLET WITCH;STORM;WANDA ;ORORO MUNROE S
NIGHTCRAWLER;SCARLET WITCH;KURT WA;WANDA 
BEAST;SCARLET WITCH;HENRY &HANK& P;WANDA 
JARVIS, EDWIN ;SCARLET WITCH;;WANDA 
JARVIS, EDWIN ;VISION ;;
JARVIS, EDWIN ;PROFESSOR X;;CHARLES 
JARVIS, EDWIN ;ROGUE ;;
JARVIS, EDWIN ;SHADOWCAT;;KATHERINE 
JARVIS, EDWIN ;WOLVERINE;;LOGAN 
CAPTAIN AMERICA;JARVIS, EDWIN ;;
IRON MAN;JARVIS, EDWIN ;TONY STARK ;
JARVIS, EDWIN ;WONDER MAN;;SIMON WIL
JARVIS, EDWIN ;STORM;;ORORO MUNROE S
JARVIS, EDWIN ;NIGHTCRAWLER;;KURT WA
BEAST;JARVIS, EDWIN ;HENRY &HANK& P;
BEAST;VISION ;HENRY &HANK& P;
BEAST;PROFESSOR X;HENRY &HANK& P;CHARLES 
BEAST;ROGUE ;HENRY &HANK& P;
BEAST;SHADOWCAT;HENRY &HANK& P;KATHERINE 
BEAST;WOLVERINE;HENRY &HANK& P;LOGAN 
BEAST;CAPTAIN AMERICA;HENRY &HANK& P;
BEAST;IRON MAN;HENRY &HANK& P;TONY STARK 
BEAST;WONDER MAN;HENRY &HANK& P;SIMON WIL
BEAST;STORM;HENRY &HANK& P;ORORO MUNROE S
BEAST;NIGHTCRAWLER;HENRY &HANK& P;KURT WA
NIGHTCRAWLER;VISION ;KURT WA;
NIGHTCRAWLER;PROFESSOR X;KURT WA;CHARLES 
NIGHTCRAWLER;ROGUE ;KURT WA;
NIGHTCRAWLER;SHADOWCAT;KURT WA;KATHERINE 
NIGHTCRAWLER;WOLVERINE;KURT WA;LOGAN 
CAPTAIN AMERICA;NIGHTCRAWLER;;KURT WA
IRON MAN;NIGHTCRAWLER;TONY STARK ;KURT WA
NIGHTCRAWLER;WONDER MAN;KURT WA;SIMON WIL
NIGHTCRAWLER;STORM;KURT WA;ORORO MUNROE S
STORM;VISION ;ORORO MUNROE S;
PROFESSOR X;STORM;CHARLES ;ORORO MUNROE S
ROGUE ;STORM;;ORORO MUNROE S
SHADOWCAT;STORM;KATHERINE ;ORORO MUNROE S
STORM;WOLVERINE;ORORO MUNROE S;LOGAN 
CAPTAIN AMERICA;STORM;;ORORO MUNROE S
IRON MAN;STORM;TONY STARK ;ORORO MUNROE S
STORM;WONDER MAN;ORORO MUNROE S;SIMON WIL
VISION ;WONDER MAN;;SIMON WIL
PROFESSOR X;WONDER MAN;CHARLES ;SIMON WIL
ROGUE ;WONDER MAN;;SIMON WIL
SHADOWCAT;WONDER MAN;KATHERINE ;SIMON WIL
WOLVERINE;WONDER MAN;LOGAN ;SIMON WIL
CAPTAIN AMERICA;WONDER MAN;;SIMON WIL
IRON MAN;WONDER MAN;TONY STARK ;SIMON WIL
IRON MAN;VISION ;TONY STARK ;
IRON MAN;PROFESSOR X;TONY STARK ;CHARLES 
IRON MAN;ROGUE ;TONY STARK ;
IRON MAN;SHADOWCAT;TONY STARK ;KATHERINE 
IRON MAN;WOLVERINE;TONY STARK ;LOGAN 
CAPTAIN AMERICA;IRON MAN;;TONY STARK 
CAPTAIN AMERICA;VISION ;;
CAPTAIN AMERICA;PROFESSOR X;;CHARLES 
CAPTAIN AMERICA;ROGUE ;;
CAPTAIN AMERICA;SHADOWCAT;;KATHERINE 
CAPTAIN AMERICA;WOLVERINE;;LOGAN 
VISION ;WOLVERINE;;LOGAN 
PROFESSOR X;WOLVERINE;CHARLES ;LOGAN 
ROGUE ;WOLVERINE;;LOGAN 
SHADOWCAT;WOLVERINE;KATHERINE ;LOGAN 
SHADOWCAT;VISION ;KATHERINE ;
PROFESSOR X;SHADOWCAT;CHARLES ;KATHERINE 
ROGUE ;SHADOWCAT;;KATHERINE 
ROGUE ;VISION ;;
PROFESSOR X;ROGUE ;CHARLES ;
PROFESSOR X;VISION ;CHARLES ;
CAPTAIN AMERICA;HERCULES [GREEK GOD];;
BEAST;HERCULES [GREEK GOD];HENRY &HANK& P;
HERCULES [GREEK GOD];HULK;;DR. ROBERT BRUC
CAPTAIN AMERICA;HULK;;DR. ROBERT BRUC
BEAST;HULK;HENRY &HANK& P;DR. ROBERT BRUC
BEAST;CAPTAIN AMERICA;HENRY &HANK& P;
SHE-HULK;WASP;JENNIFER WA;JANET VAN DYNE 
HAWK;WASP;;JANET VAN DYNE 
SILVER SURFER;WASP;NORRIN;JANET VAN DYNE 
WASP;WONDER MAN;JANET VAN DYNE ;SIMON WIL
THOR;WASP;DR. DONALD BLAK;JANET VAN DYNE 
ANT-MAN;WASP;DR. HENRY J.;JANET VAN DYNE 
BLACK KNIGHT V;WASP;DANE ;JANET VAN DYNE 
CAPTAIN AMERICA;WASP;;JANET VAN DYNE 
IRON MAN;WASP;TONY STARK ;JANET VAN DYNE 
IRON MAN;SHE-HULK;TONY STARK ;JENNIFER WA
HAWK;IRON MAN;;TONY STARK 
IRON MAN;SILVER SURFER;TONY STARK ;NORRIN
IRON MAN;WONDER MAN;TONY STARK ;SIMON WIL
IRON MAN;THOR;TONY STARK ;DR. DONALD BLAK
ANT-MAN;IRON MAN;DR. HENRY J.;TONY STARK 
BLACK KNIGHT V;IRON MAN;DANE ;TONY STARK 
CAPTAIN AMERICA;IRON MAN;;TONY STARK 
CAPTAIN AMERICA;SHE-HULK;;JENNIFER WA
CAPTAIN AMERICA;HAWK;;
CAPTAIN AMERICA;SILVER SURFER;;NORRIN
CAPTAIN AMERICA;WONDER MAN;;SIMON WIL
CAPTAIN AMERICA;THOR;;DR. DONALD BLAK
ANT-MAN;CAPTAIN AMERICA;DR. HENRY J.;
BLACK KNIGHT V;CAPTAIN AMERICA;DANE ;
BLACK KNIGHT V;SHE-HULK;DANE ;JENNIFER WA
BLACK KNIGHT V;HAWK;DANE ;
BLACK KNIGHT V;SILVER SURFER;DANE ;NORRIN
BLACK KNIGHT V;WONDER MAN;DANE ;SIMON WIL
BLACK KNIGHT V;THOR;DANE ;DR. DONALD BLAK
ANT-MAN;BLACK KNIGHT V;DR. HENRY J.;DANE 
ANT-MAN;SHE-HULK;DR. HENRY J.;JENNIFER WA
ANT-MAN;HAWK;DR. HENRY J.;
ANT-MAN;SILVER SURFER;DR. HENRY J.;NORRIN
ANT-MAN;WONDER MAN;DR. HENRY J.;SIMON WIL
ANT-MAN;THOR;DR. HENRY J.;DR. DONALD BLAK
SHE-HULK;THOR;JENNIFER WA;DR. DONALD BLAK
HAWK;THOR;;DR. DONALD BLAK
SILVER SURFER;THOR;NORRIN;DR. DONALD BLAK
THOR;WONDER MAN;DR. DONALD BLAK;SIMON WIL
SHE-HULK;WONDER MAN;JENNIFER WA;SIMON WIL
HAWK;WONDER MAN;;SIMON WIL
SILVER SURFER;WONDER MAN;NORRIN;SIMON WIL
SHE-HULK;SILVER SURFER;JENNIFER WA;NORRIN
HAWK;SILVER SURFER;;NORRIN
HAWK;SHE-HULK;;JENNIFER WA
IRON MAN;WASP;TONY STARK ;JANET VAN DYNE 
HAWK;IRON MAN;;TONY STARK 
IRON MAN;QUICKSILVER;TONY STARK ;PIETRO M
IRON MAN;JARVIS, EDWIN ;TONY STARK ;
ANT-MAN;IRON MAN;DR. HENRY J.;TONY STARK 
BLACK KNIGHT V;IRON MAN;DANE ;TONY STARK 
IRON MAN;WONDER MAN;TONY STARK ;SIMON WIL
CAPTAIN AMERICA;IRON MAN;;TONY STARK 
HERCULES [GREEK GOD];IRON MAN;;TONY STARK 
HERCULES [GREEK GOD];WASP;;JANET VAN DYNE 
HAWK;HERCULES [GREEK GOD];;
HERCULES [GREEK GOD];QUICKSILVER;;PIETRO M
HERCULES [GREEK GOD];JARVIS, EDWIN ;;
ANT-MAN;HERCULES [GREEK GOD];DR. HENRY J.;
BLACK KNIGHT V;HERCULES [GREEK GOD];DANE ;
HERCULES [GREEK GOD];WONDER MAN;;SIMON WIL
CAPTAIN AMERICA;HERCULES [GREEK GOD];;
CAPTAIN AMERICA;WASP;;JANET VAN DYNE 
CAPTAIN AMERICA;HAWK;;
CAPTAIN AMERICA;QUICKSILVER;;PIETRO M
CAPTAIN AMERICA;JARVIS, EDWIN ;;
ANT-MAN;CAPTAIN AMERICA;DR. HENRY J.;
BLACK KNIGHT V;CAPTAIN AMERICA;DANE ;
CAPTAIN AMERICA;WONDER MAN;;SIMON WIL
WASP;WONDER MAN;JANET VAN DYNE ;SIMON WIL
HAWK;WONDER MAN;;SIMON WIL
QUICKSILVER;WONDER MAN;PIETRO M;SIMON WIL
JARVIS, EDWIN ;WONDER MAN;;SIMON WIL
ANT-MAN;WONDER MAN;DR. HENRY J.;SIMON WIL
BLACK KNIGHT V;WONDER MAN;DANE ;SIMON WIL
BLACK KNIGHT V;WASP;DANE ;JANET VAN DYNE 
BLACK KNIGHT V;HAWK;DANE ;
BLACK KNIGHT V;QUICKSILVER;DANE ;PIETRO M
BLACK KNIGHT V;JARVIS, EDWIN ;DANE ;
ANT-MAN;BLACK KNIGHT V;DR. HENRY J.;DANE 
ANT-MAN;WASP;DR. HENRY J.;JANET VAN DYNE 
ANT-MAN;HAWK;DR. HENRY J.;
ANT-MAN;QUICKSILVER;DR. HENRY J.;PIETRO M
ANT-MAN;JARVIS, EDWIN ;DR. HENRY J.;
JARVIS, EDWIN ;WASP;;JANET VAN DYNE 
HAWK;JARVIS, EDWIN ;;
JARVIS, EDWIN ;QUICKSILVER;;PIETRO M
QUICKSILVER;WASP;PIETRO M;JANET VAN DYNE 
HAWK;QUICKSILVER;;PIETRO M
HAWK;WASP;;JANET VAN DYNE 
HUMAN TORCH;SHE-HULK;JOHNNY S;JENNIFER WA
MR. FANTASTIC;SHE-HULK;REED R;JENNIFER WA
HERCULES [GREEK GOD];SHE-HULK;;JENNIFER WA
SHE-HULK;WASP;JENNIFER WA;JANET VAN DYNE 
INVISIBLE WOMAN;SHE-HULK;SUE ;JENNIFER WA
CAPTAIN AMERICA;SHE-HULK;;JENNIFER WA
BLACK KNIGHT V;SHE-HULK;DANE ;JENNIFER WA
BLACK KNIGHT V;HUMAN TORCH;DANE ;JOHNNY S
BLACK KNIGHT V;MR. FANTASTIC;DANE ;REED R
BLACK KNIGHT V;HERCULES [GREEK GOD];DANE ;
BLACK KNIGHT V;WASP;DANE ;JANET VAN DYNE 
BLACK KNIGHT V;INVISIBLE WOMAN;DANE ;SUE 
BLACK KNIGHT V;CAPTAIN AMERICA;DANE ;
CAPTAIN AMERICA;HUMAN TORCH;;JOHNNY S
CAPTAIN AMERICA;MR. FANTASTIC;;REED R
CAPTAIN AMERICA;HERCULES [GREEK GOD];;
CAPTAIN AMERICA;WASP;;JANET VAN DYNE 
CAPTAIN AMERICA;INVISIBLE WOMAN;;SUE 
HUMAN TORCH;INVISIBLE WOMAN;JOHNNY S;SUE 
INVISIBLE WOMAN;MR. FANTASTIC;SUE ;REED R
HERCULES [GREEK GOD];INVISIBLE WOMAN;;SUE 
INVISIBLE WOMAN;WASP;SUE ;JANET VAN DYNE 
HUMAN TORCH;WASP;JOHNNY S;JANET VAN DYNE 
MR. FANTASTIC;WASP;REED R;JANET VAN DYNE 
HERCULES [GREEK GOD];WASP;;JANET VAN DYNE 
HERCULES [GREEK GOD];HUMAN TORCH;;JOHNNY S
HERCULES [GREEK GOD];MR. FANTASTIC;;REED R
HUMAN TORCH;MR. FANTASTIC;JOHNNY S;REED R
HERCULES [GREEK GOD];THOR;;DR. DONALD BLAK
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
ROBERTSON, JOE;SPIDER-MAN;;PETER PAR
ROBERTSON, JOE;WATSON-PARKER, MARY ;;
ROBERTSON, JOE;SPIDER-MAN;;PETER PAR
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
ROBERTSON, JOE;WATSON-PARKER, MARY ;;
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
ROBERTSON, JOE;WATSON-PARKER, MARY ;;
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
ROBERTSON, JOE;SPIDER-MAN;;PETER PAR
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
ROBERTSON, JOE;SPIDER-MAN;;PETER PAR
ROBERTSON, JOE;WATSON-PARKER, MARY ;;
JAMESON, J. JONAH;WATSON-PARKER, MARY ;;
JAMESON, J. JONAH;SPIDER-MAN;;PETER PAR
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
ROBERTSON, JOE;SPIDER-MAN;;PETER PAR
ROBERTSON, JOE;WATSON-PARKER, MARY ;;
JAMESON, J. JONAH;ROBERTSON, JOE;;
JAMESON, J. JONAH;SPIDER-MAN;;PETER PAR
JAMESON, J. JONAH;WATSON-PARKER, MARY ;;
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
DR. DOOM;SPIDER-MAN;VICTOR VON ;PETER PAR
CYCLOPS;MARVEL GIRL;SCOTT SUMMER;JEAN GRE
ICEMAN;MARVEL GIRL;ROBERT BOBBY ;JEAN GRE
HULK;MARVEL GIRL;DR. ROBERT BRUC;JEAN GRE
CYCLOPS;HULK;SCOTT SUMMER;DR. ROBERT BRUC
HULK;ICEMAN;DR. ROBERT BRUC;ROBERT BOBBY 
CYCLOPS;ICEMAN;SCOTT SUMMER;ROBERT BOBBY 
SPIDER-MAN;WATSON-PARKER, MARY ;PETER PAR;
ROBERTSON, JOE;WATSON-PARKER, MARY ;;
ROBERTSON, JOE;SPIDER-MAN;;PETER PAR
ANGEL;MARVEL GIRL;WARREN KENNETH;JEAN GRE
ANGEL;CYCLOPS;WARREN KENNETH;SCOTT SUMMER
ANGEL;BEAST;WARREN KENNETH;HENRY &HANK& P
ANGEL;ICEMAN;WARREN KENNETH;ROBERT BOBBY 
ICEMAN;MARVEL GIRL;ROBERT BOBBY ;JEAN GRE
