hero1_nick,hero2_nick,weight
"KENT, CLARK",SENTINELS,0.0
"KENT, CLARK","SAXON, STARR",0.0
"KENT, CLARK",MOJO,0.0
"KENT, CLARK","O'BRIEN, MICHAEL",0.0
"KENT, CLARK",MOLECULE MAN,0.0
"KENT, CLARK",MOONSTONE II,0.0
"KENT, CLARK",MOTHER NIGHT,0.0
"KENT, CLARK",MR. FANTASTIC,0.0
"KENT, CLARK",MS. MARVEL II,0.0
"KENT, CLARK",NAMORITA,0.0
"KENT, CLARK","NELSON, FRANKLIN FOG",0.0
"KENT, CLARK",NIGHT THRASHER,0.0
"KENT, CLARK",NOVA,0.0
"KENT, CLARK",ODIN [ASGARDIAN],0.0
"KENT, CLARK","SAPRISTI, JERRY",0.0
"KENT, CLARK","PARKER, MAY",0.0
"KENT, CLARK",POWERSURGE,0.0
"KENT, CLARK",PROFESSOR X,0.0
"KENT, CLARK",PSYLOCKE,0.0
"KENT, CLARK",QUASAR III,0.0
"KENT, CLARK",RADIOACTIVE MAN,0.0
"KENT, CLARK",RAGE,0.0
"KENT, CLARK",RAVONNA LEXUS RENSLA,0.0
"KENT, CLARK",RHINO,0.0
"KELLY, SEN. ROBERT E","ROBERTSON, JOE",0.0
"KELLY, SEN. ROBERT E","REAGAN, RONALD",0.0
KARNAK [INHUMAN],SCANNER II,0.0
"KELLY, SEN. ROBERT E",RAZA LONGKNIFE,0.0
KARNAK [INHUMAN],"WATSON, ANNA",0.0
KARNAK [INHUMAN],"WATSON-PARKER, MARY ",0.0
KARNAK [INHUMAN],WEREWOLF BY NIGHT,0.0
KARNAK [INHUMAN],WONG,0.0
KARNAK [INHUMAN],ZABU,0.0
KARNAK [INHUMAN],"ZEDRAO, GENERAL",0.0
KARNAK [INHUMAN],ZEUS,0.0
KARNILLA [ASGARDIAN],"KENT, CLARK",0.0
KARNILLA [ASGARDIAN],"LANE, LOIS",0.0
KARNILLA [ASGARDIAN],LOCKHEED,0.0
KARNILLA [ASGARDIAN],MAGIK,0.0
KARNILLA [ASGARDIAN],MAGMA,0.0
KARNILLA [ASGARDIAN],MALEKITH,0.0
KARNILLA [ASGARDIAN],"MASTERSON, KEVIN",0.0
KARNILLA [ASGARDIAN],MR. FANTASTIC,0.0
KARNILLA [ASGARDIAN],MYSTIQUE,0.0
KARNILLA [ASGARDIAN],NIGHTCRAWLER,0.0
KARNILLA [ASGARDIAN],NIGHTMARE,0.0
KARNILLA [ASGARDIAN],PHOENIX III,0.0
KARNILLA [ASGARDIAN],REAPER II,0.0
KARNILLA [ASGARDIAN],REJECT,0.0
KARNAK [INHUMAN],VIZIER,0.0
KARNAK [INHUMAN],VALINOR,0.0
KARNAK [INHUMAN],TUSK,0.0
KARNAK [INHUMAN],SPHINX,0.0
KARNAK [INHUMAN],SETH II,0.0
KARNAK [INHUMAN],"SHAW, SHINOBI",0.0
KARNAK [INHUMAN],SHELLSHOCK,0.0
KARNAK [INHUMAN],SHOOTING STAR,0.0
KARNAK [INHUMAN],SHROUD,0.0
KARNAK [INHUMAN],SILVER SURFER IMPOST,0.0
KARNAK [INHUMAN],SMASHER IV,0.0
KARNAK [INHUMAN],"SOUTHERN, CANDY",0.0
KARNAK [INHUMAN],SPEEDBALL,0.0
KARNAK [INHUMAN],SPIDER-MAN CLONE,0.0
KARNAK [INHUMAN],TITAN,0.0
KARNAK [INHUMAN],STARBOLT,0.0
KARNAK [INHUMAN],SUPER SKRULL,0.0
KARNAK [INHUMAN],SUPREME INTELLIGENCE,0.0
KARNAK [INHUMAN],SURTUR,0.0
KARNAK [INHUMAN],TAI II,0.0
KARNAK [INHUMAN],TALISMAN,0.0
KARNAK [INHUMAN],TEFRAL,0.0
KARNAK [INHUMAN],TEMPEST,0.0
KARNAK [INHUMAN],THUNDRA,0.0
KARNILLA [ASGARDIAN],ROGUE ,0.0
KARNILLA [ASGARDIAN],SHADOWCAT,0.0
KARNILLA [ASGARDIAN],SHE-HULK,0.0
"KELLY, SEN. ROBERT E",MR. FANTASTIC,0.0
"KELLY, SEN. ROBERT E","LANE, LOIS",0.0
"KELLY, SEN. ROBERT E","LANG, DR. STEVEN",0.0
"KELLY, SEN. ROBERT E",LOCKHEED,0.0
"KELLY, SEN. ROBERT E",MAGGOTT,0.0
"KELLY, SEN. ROBERT E",MAGIK,0.0
"KELLY, SEN. ROBERT E",MAM'SELLE HEPZIBAH,0.0
"KELLY, SEN. ROBERT E",MEANY,0.0
"KELLY, SEN. ROBERT E",MIRAGE II,0.0
"KELLY, SEN. ROBERT E",MOONDRAGON,0.0
"KELLY, SEN. ROBERT E",MR. SINISTER,0.0
"KATZENBERG, NICK",SILVER SABLE,0.0
"KELLY, SEN. ROBERT E",NANNY II,0.0
"KELLY, SEN. ROBERT E",ONSLAUGHT II,0.0
"KELLY, SEN. ROBERT E",ORACLE,0.0
"KELLY, SEN. ROBERT E",ORPHAN-MAKER,0.0
"KELLY, SEN. ROBERT E","PARKER, MAY",0.0
"KELLY, SEN. ROBERT E",PENANCE,0.0
"KELLY, SEN. ROBERT E",POSITRON,0.0
"KELLY, SEN. ROBERT E",PRETTY BOY,0.0
"KELLY, SEN. ROBERT E",RAX,0.0
"KATZENBERG, NICK",WIZARD,0.0
"KATZENBERG, NICK",SANDMAN,0.0
KARNILLA [ASGARDIAN],STORM,0.0
KARNILLA [ASGARDIAN],ULTIMUS,0.0
KARNILLA [ASGARDIAN],STROBE,0.0
KARNILLA [ASGARDIAN],STRYFE,0.0
KARNILLA [ASGARDIAN],SUB-MARINER,0.0
KARNILLA [ASGARDIAN],"SUMMERS, MADELYNE MA",0.0
KARNILLA [ASGARDIAN],"SUMMERS, NATHAN CHRI",0.0
KARNILLA [ASGARDIAN],TAGAR,0.0
KARNILLA [ASGARDIAN],THUMBELLINA,0.0
KARNILLA [ASGARDIAN],TITANIA II,0.0
KARNILLA [ASGARDIAN],TRITON,0.0
KARNILLA [ASGARDIAN],WASP,0.0
"KATZENBERG, NICK",RHINO,0.0
KARNILLA [ASGARDIAN],"WEIN, LEN",0.0
KARNILLA [ASGARDIAN],WILDSIDE,0.0
KARNILLA [ASGARDIAN],WOLVERINE,0.0
KARNILLA [ASGARDIAN],ZERO,0.0
"KATZENBERG, NICK","LEEDS, NED",0.0
"KATZENBERG, NICK",MOON KNIGHT,0.0
"KATZENBERG, NICK",MR. FANTASTIC,0.0
"KATZENBERG, NICK","NALES, DET. REBECCA ",0.0
"KATZENBERG, NICK",PROWLER,0.0
"KALE, JENNIFER",SKIDS,0.0
"KALE, JENNIFER",SHAMAN,0.0
"KALE, JENNIFER",SELENE,0.0
JUBILEE,"KRAMER, STACEY",0.0
JUBILEE,SILVER SURFER,0.0
JUBILEE,SKIDS,0.0
JUBILEE,SMASHER IV,0.0
JUBILEE,SNOWBIRD,0.0
JUBILEE,STARBOLT,0.0
JUBILEE,SUGAR MAN,0.0
JUBILEE,"SUMMERS, MADELYNE MA",0.0
JUBILEE,TANA NILE,0.0
JUBILEE,TEMPEST,0.0
JUBILEE,TESSA,0.0
JUBILEE,THRENODY,0.0
JUBILEE,THUNDERBIRD III,0.0
JUBILEE,TITAN,0.0
JUBILEE,TOAD,0.0
JUBILEE,TURBO II (A),0.0
JUBILEE,TUSK,0.0
JUBILEE,UATU,0.0
JUBILEE,ULTRON,0.0
JUBILEE,USAGENT,0.0
JUBILEE,WARSTAR,0.0
JUBILEE,WASP,0.0
JUBILEE,SHANG-CHI,0.0
JUBILEE,RUBY,0.0
JUBILEE,RINGMASTER,0.0
JUBILEE,MR. FANTASTIC DOPPEL,0.0
JUBILEE,LIVING LIGHTNING,0.0
JUBILEE,LORD CHAOS,0.0
JUBILEE,MAGUS,0.0
JUBILEE,MAN-THING,0.0
JUBILEE,MANDARIN,0.0
JUBILEE,MASTER ORDER,0.0
JUBILEE,"MASTERS, ALICIA REIS",0.0
JUBILEE,MOON KNIGHT,0.0
JUBILEE,MOON KNIGHT DOPPELGA,0.0
JUBILEE,NAMORITA DOPPELGANGE,0.0
JUBILEE,REAPER II,0.0
JUBILEE,NIGHT THRASHER,0.0
JUBILEE,NORTHSTAR,0.0
JUBILEE,NOVA DOPPELGANGER II,0.0
JUBILEE,OBLIVION,0.0
JUBILEE,"PETROVITCH, IVAN",0.0
JUBILEE,PHOENIX III,0.0
JUBILEE,PRINCESS PYTHON,0.0
JUBILEE,PSYNAPSE,0.0
JUBILEE,RAX,0.0
JUBILEE,WHITEOUT,0.0
JUBILEE,WILD CHILD,0.0
JUBILEE,"WISDOM, PETER",0.0
JUGGERNAUT,"SOUTHERN, CANDY",0.0
JUGGERNAUT,SABRETOOTH,0.0
JUGGERNAUT,"SAPRISTI, JERRY",0.0
JUGGERNAUT,SAURON,0.0
JUGGERNAUT,SCANNER II,0.0
JUGGERNAUT,SELENE,0.0
JUGGERNAUT,"SHAW, SHINOBI",0.0
JUGGERNAUT,SHE-HULK,0.0
JUGGERNAUT,SHIP,0.0
JUGGERNAUT,SKIDS,0.0
JUGGERNAUT,"STACY, JILL",0.0
JUGGERNAUT,PYRO,0.0
JUGGERNAUT,"STEELE, MARCY MASTER",0.0
JUGGERNAUT,"STONE, LT. MARCUS",0.0
JUGGERNAUT,"STRUCKER, ANDREA",0.0
JUGGERNAUT,"STRUCKER, ANDREAS",0.0
JUGGERNAUT,TAI II,0.0
JUGGERNAUT,THING,0.0
JUGGERNAUT,"THOMAS, ROY",0.0
JUGGERNAUT,"TILBY, TRISH",0.0
JUGGERNAUT,TITANIA II,0.0
JUGGERNAUT,"REYES, DR. CECELIA",0.0
JUGGERNAUT,NOVA II,0.0
JUGGERNAUT,KARMA,0.0
JUGGERNAUT,MAGMA,0.0
JUGGERNAUT,"KENT, CLARK",0.0
JUGGERNAUT,"KINCAID, DR. JANE FO",0.0
JUGGERNAUT,KRAVEN THE HUNTER,0.0
JUGGERNAUT,"LE FEY, MORGAN",0.0
JUGGERNAUT,LEECH,0.0
JUGGERNAUT,"LEEDS, NED",0.0
JUGGERNAUT,LEGION II,0.0
JUGGERNAUT,"MADDICKS, ARTHUR ART",0.0
JUGGERNAUT,MAGGOTT,0.0
JUGGERNAUT,"MASON, LOUISE",0.0
JUGGERNAUT,NIGHTMARE,0.0
JUGGERNAUT,MASTERMIND,0.0
JUGGERNAUT,MEANY,0.0
JUGGERNAUT,MISS LOCKE,0.0
JUGGERNAUT,MOLECULE MAN,0.0
JUGGERNAUT,MR. FANTASTIC,0.0
JUGGERNAUT,MS. MARVEL II,0.0
JUGGERNAUT,"MUGGINS, MAMIE",0.0
JUGGERNAUT,MULTIPLE MAN,0.0
JUGGERNAUT,"NELSON, FRANKLIN FOG",0.0
JUBILEE,KRISTOFF,0.0
JUBILEE,KISMET,0.0
JUGGERNAUT,VANISHER,0.0
JUBILEE,KINGPIN,0.0
"JONES, RICHARD MILHO",U-MAN,0.0
"JONES, RICHARD MILHO",ULTIMUS,0.0
"JONES, RICHARD MILHO",VANISHER,0.0
"JONES, RICHARD MILHO",VASHTI,0.0
"JONES, RICHARD MILHO",VOLCANA,0.0
"JONES, RICHARD MILHO",VOSTOK,0.0
"JONES, RICHARD MILHO","WILSON, JIM",0.0
"JONES, RICHARD MILHO","WOO, JIMMY",0.0
"JONES, RICHARD MILHO",ZABU,0.0
"JONES, RICHARD MILHO","ZEDRAO, GENERAL",0.0
"JONES, RICHARD MILHO",ZEUS,0.0
"JONES, RICHARD MILHO",ZURAS,0.0
JOSEPH,KA-ZAR,0.0
JOSEPH,"KLEINSTOCK, HARLAN",0.0
JOSEPH,"KLEINSTOCK, SVEN",0.0
JOSEPH,"LUMPKIN, WILLIAM WIL",0.0
JOSEPH,"MACTAGGERT, MOIRA KI",0.0
JOSEPH,MASTERMIND,0.0
JOSEPH,MR. SINISTER,0.0
JOSEPH,"NELSON, FRANKLIN FOG",0.0
JOSEPH,"PAGE, KAREN",0.0
"JONES, RICHARD MILHO",TRIATHLON,0.0
"JONES, RICHARD MILHO",TORPEDO III,0.0
"JONES, RICHARD MILHO",TOAD,0.0
"JONES, RICHARD MILHO",SILVERCLAW,0.0
"JONES, RICHARD MILHO",RAGE,0.0
"JONES, RICHARD MILHO",RAVONNA LEXUS RENSLA,0.0
"JONES, RICHARD MILHO",RED GUARDIAN V,0.0
"JONES, RICHARD MILHO",REDWING,0.0
"JONES, RICHARD MILHO",SAGITTARIUS,0.0
"JONES, RICHARD MILHO",SENTINELS,0.0
"JONES, RICHARD MILHO",SIF,0.0
"JONES, RICHARD MILHO",SILVER SAMURAI,0.0
"JONES, RICHARD MILHO",SILVER SURFER IMPOST,0.0
"JONES, RICHARD MILHO","SIMON, ALEX FLORES",0.0
"JONES, RICHARD MILHO","THOMPSON, EUGENE FLA",0.0
"JONES, RICHARD MILHO",SKIDS,0.0
"JONES, RICHARD MILHO",SPIDER-WOMAN,0.0
"JONES, RICHARD MILHO",STRIDER,0.0
"JONES, RICHARD MILHO","SUMMERS, NATHAN CHRI",0.0
"JONES, RICHARD MILHO",SUNFIRE,0.0
"JONES, RICHARD MILHO",SUPER-ADAPTOID,0.0
"JONES, RICHARD MILHO",SWORDSMAN III,0.0
"JONES, RICHARD MILHO","TANAKA, KENJIRO",0.0
"JONES, RICHARD MILHO",TASKMASTER,0.0
JOSEPH,PROJECTOR,0.0
JOSEPH,PYRO,0.0
JOSEPH,"ROBERTSON, JOE",0.0
JOYSTICK,SPIDER-MAN,0.0
JOYSTICK,POWERSURGE,0.0
JOYSTICK,PROWLER,0.0
JOYSTICK,RED GUARDIAN V,0.0
JOYSTICK,RHINO,0.0
JOYSTICK,ROCKET RACER,0.0
JOYSTICK,"ROGERS, GAYLE",0.0
JOYSTICK,SCARLET WITCH,0.0
JOYSTICK,SILVER SAMURAI,0.0
JOYSTICK,SIRYN,0.0
JOYSTICK,STUNNER,0.0
JOYSTICK,NIGHT THRASHER,0.0
JOYSTICK,SUNSPOT,0.0
JOYSTICK,"TAKACHIHO, HIRO",0.0
JOYSTICK,THOR,0.0
JOYSTICK,THUNDERBIRD II,0.0
JOYSTICK,TURBO II (A),0.0
JOYSTICK,UNION JACK III,0.0
JOYSTICK,VANGUARD,0.0
JOYSTICK,WONDER MAN,0.0
JOYSTICK,"ZOLA, ARNIM",0.0
JOYSTICK,NOVA,0.0
JOYSTICK,MR. IMMORTAL,0.0
JOSEPH,SENYAKA,0.0
JOYBOY,MIMIC,0.0
JOSEPH,SHANNA,0.0
JOSEPH,SPIDER-MAN CLONE,0.0
JOSEPH,SUB-MARINER,0.0
JOSEPH,TOAD,0.0
JOSEPH,"VOGHT, AMELIA",0.0
JOSEPH,ZABU,0.0
JOYBOY,"KNIGHT, MISTY",0.0
JOYBOY,"MACTAGGERT, MOIRA KI",0.0
JOYBOY,MARVEL GIRL,0.0
JOYBOY,PSYLOCKE,0.0
JOYSTICK,"LEWIS, DEVON",0.0
JOYBOY,SHE-HULK,0.0
JOYBOY,SUB-MARINER,0.0
JOYBOY,UATU,0.0
JOYBOY,WASP,0.0
JOYBOY,"WING, COLLEEN",0.0
JOYBOY,"WISDOM, PETER",0.0
JOYBOY,WOLFSBANE,0.0
JOYSTICK,KAINE,0.0
JOYSTICK,"LEEDS, BETTY BRANT",0.0
JUGGERNAUT,"URICH, BEN",0.0
JUGGERNAUT,"VOGHT, AMELIA",0.0
"KALE, JENNIFER",QUASAR III,0.0
KA-ZAR,MOONDRAGON,0.0
KA-ZAR,SERSI,0.0
KA-ZAR,SHADOW KING,0.0
KA-ZAR,SHAMAN,0.0
KA-ZAR,SHAMROCK,0.0
KA-ZAR,SHROUD,0.0
KA-ZAR,"SIKORSKY, RAYMOND",0.0
KA-ZAR,SILVER SURFER,0.0
KA-ZAR,SMASHER IV,0.0
KA-ZAR,SNOWBIRD,0.0
KA-ZAR,SPIDER-WOMAN,0.0
KA-ZAR,SPITFIRE,0.0
KA-ZAR,STARBOLT,0.0
KA-ZAR,STINGRAY,0.0
KA-ZAR,STRONG GUY,0.0
KA-ZAR,"SUMMERS, MADELYNE MA",0.0
KA-ZAR,SUNFIRE,0.0
KA-ZAR,SWORDSMAN,0.0
KA-ZAR,TALISMAN,0.0
KA-ZAR,TEMPEST,0.0
KA-ZAR,TEXAS TWISTER,0.0
KA-ZAR,"TILBY, TRISH",0.0
KA-ZAR,SCREAMING MIMI,0.0
KA-ZAR,SASQUATCH,0.0
KA-ZAR,SABRA,0.0
KA-ZAR,PIPER,0.0
KA-ZAR,MORBIUS,0.0
KA-ZAR,"MUGGINS, MAMIE",0.0
KA-ZAR,NIGHTHAWK,0.0
KA-ZAR,NORTHSTAR,0.0
KA-ZAR,"O'BRIEN, MICHAEL",0.0
KA-ZAR,ORACLE,0.0
KA-ZAR,PALADIN,0.0
KA-ZAR,PEATOR,0.0
KA-ZAR,"PEREGRINE, LE",0.0
KA-ZAR,PLANTMAN,0.0
KA-ZAR,"ROSS, EVERETT KENNET",0.0
KA-ZAR,POWER MAN,0.0
KA-ZAR,QUASAR III,0.0
KA-ZAR,QUICKSILVER,0.0
KA-ZAR,RAZA LONGKNIFE,0.0
KA-ZAR,RED GHOST,0.0
KA-ZAR,RED WOLF III,0.0
KA-ZAR,REDWING,0.0
KA-ZAR,"RICHARDS, NATHANIEL",0.0
KA-ZAR,"ROM, SPACEKNIGHT",0.0
KA-ZAR,TITAN,0.0
KA-ZAR,TORPEDO III,0.0
KA-ZAR,URSA MAJOR,0.0
KAINE,SHOCKER,0.0
KAINE,MOONSTONE II,0.0
KAINE,ORKA,0.0
KAINE,"OSBORN, LIZ ALLAN",0.0
KAINE,"OSBORN, NORMIE",0.0
KAINE,POWER MAN,0.0
KAINE,RADIOACTIVE MAN,0.0
KAINE,ROSE IV,0.0
KAINE,"ROSEN, WALTER",0.0
KAINE,SCREAMING MIMI,0.0
KAINE,TAGAR,0.0
"KAFKA, DR. ASHLEY","WALTERS, BILLY",0.0
KAINE,TOMBSTONE,0.0
KAINE,VAPOR,0.0
KAINE,VECTOR,0.0
KAINE,VISION ,0.0
KAINE,WHIZZER III,0.0
KAINE,WIZARD,0.0
KAINE,X-RAY,0.0
KAINE,"YIN, ANGELA",0.0
"KALE, JENNIFER",MAGMA,0.0
KAINE,MADCAP,0.0
"KAFKA, DR. ASHLEY",VULTURE,0.0
KA-ZAR,VALINOR,0.0
KA-ZAR,WHIZZER,0.0
KA-ZAR,VANGUARD,0.0
KA-ZAR,VERTIGO II,0.0
KA-ZAR,WARLOCK II,0.0
KA-ZAR,WARSTAR,0.0
KA-ZAR,"WATSON, ANNA",0.0
KA-ZAR,"WATSON-PARKER, MARY ",0.0
KA-ZAR,WEREWOLF BY NIGHT,0.0
KA-ZAR,WHITE QUEEN,0.0
KA-ZAR,WHITEOUT,0.0
KA-ZAR,"WING, COLLEEN",0.0
"KAFKA, DR. ASHLEY","TRAINER, DR. SEWARD",0.0
KA-ZAR,WONDER MAN,0.0
"KAFKA, DR. ASHLEY",LIVING MONOLITH,0.0
"KAFKA, DR. ASHLEY",PROWLER,0.0
"KAFKA, DR. ASHLEY",RHINO,0.0
"KAFKA, DR. ASHLEY","ROBERTSON, MARTHA",0.0
"KAFKA, DR. ASHLEY","STACY, ARTHUR",0.0
"KAFKA, DR. ASHLEY","STACY, JILL",0.0
"KAFKA, DR. ASHLEY",STUNNER,0.0
"KAFKA, DR. ASHLEY","TOWER, BLAKE",0.0
KA-ZAR,MOONSTONE II,0.0
KA-ZAR,MODOK,0.0
JUGGERNAUT,VOLCANA,0.0
KA-ZAR,MIKHLO,0.0
JUSTICE II,"LYNNE, MONICA",0.0
JUSTICE II,MADAME MASQUE,0.0
JUSTICE II,MAGNETO,0.0
JUSTICE II,MALICE V,0.0
JUSTICE II,MARROW,0.0
JUSTICE II,"MARRS(-PAYNE), PHOEB",0.0
JUSTICE II,MARVEL GIRL,0.0
JUSTICE II,MARVEL GIRL II,0.0
JUSTICE II,MEDUSA,0.0
JUSTICE II,MODOK,0.0
JUSTICE II,MOLE MAN,0.0
JUSTICE II,NIGHTCRAWLER,0.0
JUSTICE II,"NORRISS, JACK",0.0
JUSTICE II,"PARKER, MAY",0.0
JUSTICE II,PHARAOH RAMA-TUT,0.0
JUSTICE II,POWER PRINCESS,0.0
JUSTICE II,"POWER, DR. JIM",0.0
JUSTICE II,"POWER, MARGARET",0.0
JUSTICE II,PRINCESS PYTHON,0.0
JUSTICE II,PROWLER,0.0
JUSTICE II,PUPPET MASTER,0.0
JUSTICE II,LYJA LAZERFIST [SKRU,0.0
JUSTICE II,LUNA,0.0
JUSTICE II,LOCKJAW [INHUMAN],0.0
JUGGERNAUT,WOLFSBANE,0.0
JUGGERNAUT,VULTURE,0.0
JUGGERNAUT,WARLOCK III,0.0
JUGGERNAUT,WASP,0.0
JUGGERNAUT,WEAPON X II,0.0
JUGGERNAUT,"WEIN, LEN",0.0
JUGGERNAUT,WIDGET,0.0
JUGGERNAUT,"WILSON, JIM",0.0
JUGGERNAUT,"WING, COLLEEN",0.0
JUGGERNAUT,WIZARD,0.0
JUGGERNAUT,"YASHIDA, MARIKO",0.0
JUSTICE II,LIBRA,0.0
JUSTICE II,KARNAK [INHUMAN],0.0
JUSTICE II,"KENT, CLARK",0.0
JUSTICE II,KISMET,0.0
JUSTICE II,"KORVAC, MICHAEL",0.0
JUSTICE II,LADY LARK,0.0
JUSTICE II,"LANE, LOIS",0.0
JUSTICE II,"LANG, CASSANDRA CASS",0.0
JUSTICE II,"LEEDS, BETTY BRANT",0.0
JUSTICE II,"LEWIS, SHIRLEY WASHI",0.0
JUSTICE II,QUEEN DIVINE JUSTICE,0.0
JUSTICE II,RED GUARDIAN III,0.0
JUSTICE II,RHINO,0.0
KA-ZAR,LOBO,0.0
JUSTICE II,ZARAN,0.0
JUSTICE II,ZEUS,0.0
KA-ZAR,KRISTOFF,0.0
KA-ZAR,"LANG, CASSANDRA CASS",0.0
KA-ZAR,"LEEDS, BETTY BRANT",0.0
KA-ZAR,"LEEDS, NED",0.0
KA-ZAR,LILANDRA NERAMANI [S,0.0
KA-ZAR,LIVING MUMMY,0.0
KA-ZAR,LIZARD,0.0
KA-ZAR,LOCKHEED,0.0
JUSTICE II,YELLOWJACKET III,0.0
KA-ZAR,LOKI [ASGARDIAN],0.0
KA-ZAR,LONGSHOT,0.0
KA-ZAR,MACHINE MAN,0.0
KA-ZAR,"MACTAGGERT, MOIRA KI",0.0
KA-ZAR,MAGGOTT,0.0
KA-ZAR,MAGIK,0.0
KA-ZAR,MANTIS,0.0
KA-ZAR,MARROW,0.0
KA-ZAR,MEANY,0.0
JUSTICE II,"YIN, ANGELA",0.0
JUSTICE II,"YASHIDA, MARIKO",0.0
JUSTICE II,RINGMASTER,0.0
JUSTICE II,SOLO,0.0
JUSTICE II,ROGUE ,0.0
JUSTICE II,"ROSS, GEN. THADDEUS ",0.0
JUSTICE II,SCORPION,0.0
JUSTICE II,SERGEI,0.0
JUSTICE II,SHADOW KING,0.0
JUSTICE II,SHADOWCAT,0.0
JUSTICE II,SHAPE,0.0
JUSTICE II,"SHAW, SHINOBI",0.0
JUSTICE II,SKIN,0.0
JUSTICE II,"STANKOWICZ, FABIAN",0.0
JUSTICE II,WHIZZER,0.0
JUSTICE II,STRIDER,0.0
JUSTICE II,"STUART, BRIG. ALYSAN",0.0
JUSTICE II,SYNCH,0.0
JUSTICE II,"TILBY, TRISH",0.0
JUSTICE II,TRITON,0.0
JUSTICE II,"URICH, BEN",0.0
JUSTICE II,"WETHERELL, MANOLI",0.0
JUSTICE II,WHIRLWIND,0.0
JUSTICE II,WHITE TIGER II,0.0
JACK O'LANTERN II,"STACY, JILL",0.0
JACK O'LANTERN II,SHIP,0.0
HUMAN TORCH,MAGGOTT,0.0
ICEMAN,SHROUD,0.0
ICEMAN,PERSUASION,0.0
ICEMAN,PIPELINE,0.0
ICEMAN,POLARIS DOPPELGANGER,0.0
ICEMAN,PRETTY BOY,0.0
ICEMAN,PROFESSOR X DOPPELGA,0.0
ICEMAN,PUCK DOPPELGANGER,0.0
ICEMAN,PUNISHER II,0.0
ICEMAN,QUASAR DOPPELGANGER,0.0
ICEMAN,QUASAR II,0.0
ICEMAN,RADIOACTIVE MAN,0.0
ICEMAN,RAGE,0.0
ICEMAN,"RANSOME, JENNIFER AM",0.0
ICEMAN,RAX,0.0
ICEMAN,RAZA LONGKNIFE,0.0
ICEMAN,RED GUARDIAN V,0.0
ICEMAN,"REESE, MURRAY",0.0
ICEMAN,RIPTIDE,0.0
ICEMAN,ROCK,0.0
ICEMAN,S'YM,0.0
ICEMAN,SCARLET WITCH DOPPEL,0.0
ICEMAN,SHA SHAN,0.0
ICEMAN,PATHWAY,0.0
ICEMAN,PARIS,0.0
ICEMAN,PALADIN,0.0
ICEMAN,"MOREAU, PHILLIP",0.0
ICEMAN,MAXIMUS [INHUMAN],0.0
ICEMAN,MENTOR,0.0
ICEMAN,MEPHISTO,0.0
ICEMAN,"MERRYWEATHER, IRENE",0.0
ICEMAN,MISTER HYDE,0.0
ICEMAN,MODOK,0.0
ICEMAN,MOJO,0.0
ICEMAN,MOONDRAGON DOPPELGAN,0.0
ICEMAN,MORBIUS,0.0
ICEMAN,MYSTERIO,0.0
ICEMAN,"PAIBOK, CAPT. [SKRUL",0.0
ICEMAN,"NEWMARK, LOTUS",0.0
ICEMAN,NIGHTHAWK,0.0
ICEMAN,NIGHTSIDE,0.0
ICEMAN,NORTHSTAR DOPPELGANG,0.0
ICEMAN,NOVA DOPPELGANGER,0.0
ICEMAN,OGRE,0.0
ICEMAN,ORACLE,0.0
ICEMAN,"OSBORN, HARRY",0.0
ICEMAN,OVERMIND,0.0
ICEMAN,SHOOTING STAR,0.0
ICEMAN,SIKORSKY,0.0
HYDROMAN,THUNDERSTRIKE,0.0
ICEMAN,"SIMON, ALEX FLORES",0.0
ICEMAN,TITAN,0.0
ICEMAN,TORO,0.0
ICEMAN,TRAPSTER,0.0
ICEMAN,TRITON DOPPELGANGER,0.0
ICEMAN,TYRANNUS,0.0
ICEMAN,"URICH, BEN",0.0
ICEMAN,VALINOR,0.0
ICEMAN,VASHTI,0.0
ICEMAN,VIBRAXAS,0.0
ICEMAN,VIPER II,0.0
ICEMAN,VISION DOPPELGANGER,0.0
ICEMAN,VOLSTAGG,0.0
ICEMAN,VULTURE,0.0
ICEMAN,WARSTAR,0.0
ICEMAN,WATER WIZARD,0.0
ICEMAN,"WEIN, LEN",0.0
ICEMAN,WEREWOLF BY NIGHT,0.0
ICEMAN,WHIRLWIND,0.0
ICEMAN,WHITE TIGER,0.0
ICEMAN,WIDGET,0.0
ICEMAN,WILDSIDE,0.0
ICEMAN,THUNDERBIRD III,0.0
ICEMAN,THUMBELLINA,0.0
ICEMAN,THRENODY,0.0
ICEMAN,"STEELE, MARCY MASTER",0.0
ICEMAN,"SITWELL, JASPER",0.0
ICEMAN,SLEEPWALKER,0.0
ICEMAN,SMASHER IV,0.0
ICEMAN,SPIDER-WOMAN,0.0
ICEMAN,SPIDER-WOMAN DOPPELG,0.0
ICEMAN,"STACY, GWEN",0.0
ICEMAN,"STANKOWICZ, FABIAN",0.0
ICEMAN,STARBOLT,0.0
ICEMAN,STARFOX,0.0
ICEMAN,STORM DOPPELGANGER I,0.0
ICEMAN,THING DOPPELGANGER,0.0
ICEMAN,STROBE,0.0
ICEMAN,"STRUCKER, ANDREA",0.0
ICEMAN,"STRUCKER, ANDREAS",0.0
ICEMAN,STUNT-MASTER,0.0
ICEMAN,SUPER SKRULL,0.0
ICEMAN,SUPER-ADAPTOID,0.0
ICEMAN,TALISMAN,0.0
ICEMAN,TALISMAN II,0.0
ICEMAN,TEMPEST,0.0
ICEMAN,"MASTERSON, KEVIN",0.0
ICEMAN,MASTER,0.0
